,,type,temperature,flag,ref_num
Bi5Ti3FeO15,2356,Néel,553.3157894736842,False,19
With,2357,Curie,1604.25,False,4
PbBi4Ti4O15,2358,Curie,878.0,False,2
DyB2,2359,Curie,55.0,False,2
Cr6,2360,Curie,493.0,False,2
CrZrIn,2361,Curie,1770.0,False,1
LaCo6,2362,Curie,712.0,False,1
CDCl3,2363,Curie,293.0,False,1
Demise,2364,Curie,490.5,False,4
PrTiO3,2365,Néel,65.0,False,1
TbSb,2366,Néel,16.0,False,1
LnNiPnO,2367,Néel,9.0,False,1
Ni45Co5Mn25,2368,Curie,373.0,False,2
DyPdSn,2369,Néel,12.333333333333334,False,12
HgBa2Ca4Cu5Oy,2370,Curie,95.0,False,3
Argon,2371,Curie,853.0,False,2
Y5Fe72B22Ti1,2372,Curie,541.0,False,1
Fe78Si9B13,2373,Curie,663.0,False,1
BaAl2O4,2374,Curie,396.0,False,1
NaNbO3,2375,Curie,605.0,False,3
MnRh2Ge,2376,Curie,450.0,False,1
Polythiophene,2377,Curie,200.0,False,1
Na,2378,Curie,450.6666666666667,False,9
KBiFe2O5,2379,Néel,543.0,False,1
ZrO2,2380,Curie,633.0,False,3
GaBr,2381,Curie,0.0,False,1
Mn2BO4,2382,Néel,95.0,False,3
MnBi,2383,Curie,517.5,False,14
CaBi2Ta2O9,2384,Curie,773.0,False,2
Fe2MnSi,2385,Curie,238.0,False,7
Gd3Ni8Al,2386,Curie,88.5,False,4
Li2FeSiO4,2387,Néel,25.0,False,1
NdFeO3,2388,Néel,741.75,False,4
Gd2Fe17,2389,Curie,486.75,False,4
Pr3CoGe2,2390,Curie,3.0,False,1
DyNi2Si,2391,Curie,16.5,False,2
Al55Cu20Fe25,2392,Curie,202.0,False,1
La2Co10Fe6Mo,2393,Curie,899.0,False,2
Fe70Pd30,2394,Curie,763.0,False,2
Cu2AlMn,2395,Curie,630.0,False,1
Sm2Co17,2396,Curie,993.1428571428571,False,7
GdFeO3⋅Gd2O3,2397,Néel,670.0,False,1
Bi5PbTi3O14Cl,2398,Curie,863.5,False,2
NiDP,2399,Curie,362.0,False,1
LaCoO3,2400,Curie,162.4,False,5
TbFe3,2401,Curie,648.0,False,1
Fe3Y,2402,Curie,274.0,False,4
CBiT,2403,Curie,813.0,False,1
Ba2LaTi2Nb3O15,2404,Curie,200.0,False,1
GaSb,2405,Curie,76.5,False,4
ScMn2O4,2406,Curie,58.0,False,2
NaFeGe2O6,2407,Néel,7.0,False,3
Fe64Mn16P10B7C3,2408,Curie,266.0,False,3
Gd2Pd2In,2409,Néel,52.0,False,6
ZrFe5Al7,2410,Curie,270.0,False,1
EuAu4Cd2,2411,Curie,12.0,False,2
Ce2Co16Ti,2412,Curie,535.0,False,1
In19,2413,Néel,8.0,False,2
VPt3,2414,Curie,290.0,False,1
LaCo2,2415,Curie,715.0,False,1
PbTiO3,2416,Curie,730.2242990654206,False,107
"Cu,Pd",2417,Néel,7.0,False,4
"Ç»Sm,maxÃ—Ä¯T",2418,Curie,279.0,False,1
PrRu4As12,2419,Curie,2.0,False,1
FePO4,2420,Curie,100.0,False,2
Fe70Zr30,2421,Curie,244.0,False,1
Ba8Si46,2422,Curie,8.0,False,3
TrFE,2423,Curie,379.5,False,2
HoBiGe,2424,Néel,13.0,False,3
TbNi4Fe,2425,Curie,280.0,False,3
O72Nd,2426,Curie,2.0,False,1
TbMn2Si2,2427,Curie,57.5,False,4
Dy3Ni8Si,2428,Curie,17.0,False,1
Nd6Co2Si3,2429,Curie,84.0,False,1
LaCo4,2430,Curie,724.0,False,1
Nb,2431,Curie,350.5,False,30
NdMnGe,2432,Néel,430.0,False,2
Gd11Ge8In2,2433,Curie,84.0,False,2
ZnCNi,2434,Curie,577.0,False,1
Mn2NiIn,2435,Curie,0.0,False,1
Lanthanum,2436,Curie,310.0,False,2
Fe86Zr6B8,2437,Curie,372.0,False,2
K2Cr8O16,2438,Curie,180.0,False,1
A94Nb4Y2,2439,Curie,625.0,False,1
Ce2FeO2Se2,2440,Néel,171.0,False,1
Fe77,2441,Curie,386.0,False,1
Al50Cu20Fe30,2442,Curie,133.0,False,1
GdFe3,2443,Curie,729.0,False,2
DyCu4Ag,2444,Curie,19.0,False,3
Gd5Sb3,2445,Curie,187.0,False,3
HoAgSn,2446,Néel,10.0,False,2
Sr2Co2O5,2447,Néel,570.0,False,2
CeFe,2448,Curie,454.0,False,1
Kyrgyzstan,2449,Curie,853.0,False,1
LuFe2O4,2450,Néel,244.8,False,5
Tin,2451,Curie,300.0,False,1
Ca2Y2Cu5O10,2452,Néel,29.0,False,1
CoS,2453,Néel,358.0,False,2
Mn2ScSbO6,2454,Curie,35.333333333333336,False,3
Fe2MoO4,2455,Curie,348.0,False,1
AFeO3,2456,Néel,740.0,False,1
Er2Cu2Cd,2457,Curie,36.0,False,2
Dy3Ru4Al12,2458,Néel,7.0,False,3
Ge(Mn,2459,Curie,350.0,False,1
Fe80P13C4B3,2460,Curie,597.0,False,1
Gd15Si9C,2461,Curie,170.0,False,1
Sr2GdRuO6,2462,Néel,38.0,False,2
FeAs,2463,Néel,27.75,False,4
WCuD,2464,Curie,33.0,False,2
Y7Rh3,2465,Néel,59.0,False,1
NdMn2O5,2466,Néel,75.0,False,2
LuFe6Ge6,2467,Néel,452.0,False,2
CoCrPt,2468,Curie,500.0,False,1
Serpentinite,2469,Curie,773.0,False,1
HoGa,2470,Curie,40.833333333333336,False,6
Tm2Cu2Cd,2471,Curie,10.2,False,5
ZnDy04,2472,Néel,20.0,False,2
Bi2212,2473,Curie,77.71428571428571,False,14
MoSe2,2474,Curie,700.0,False,1
UPtIn,2475,Néel,15.0,False,1
Gd3Ag4Sn4,2476,Néel,10.0,False,1
PrAuBi2,2477,Néel,7.0,False,2
Ba6MgMn4O15,2478,Néel,7.0,False,1
Gd5CoSb2,2479,Curie,142.0,False,1
Nd16Fe76B8,2480,Curie,1.0,False,1
Ba3Fe2TeO9,2481,Néel,223.0,False,1
HoNi2B2C,2482,Curie,6.285714285714286,False,7
Nd2NiMnO6,2483,Curie,204.875,False,8
Spinels,2484,Néel,600.0,False,1
LaAl2,2485,Curie,2.0,False,2
Gd2Co2I,2486,Curie,134.0,False,1
SmNi2Cd20,2487,Curie,7.0,False,1
Bi,2488,Curie,504.72727272727275,False,11
Y4NiMg,2489,Néel,92.0,False,3
1TiC,2490,Curie,316.5,False,2
Co4Ni96,2491,Curie,686.0,False,2
Mo3Sb7,2492,Curie,2.0,False,2
YbNiSn,2493,Curie,5.0,False,1
La2Co16Mo,2494,Curie,886.0,False,2
Fe91Zr9,2495,Curie,214.0,False,2
NiCrSi,2496,Curie,648.3333333333334,False,3
Nd6Ta4Al43,2497,Néel,3.0,False,3
EuIrIn4,2498,Néel,11.0,False,1
NaCrSi2O6,2499,Néel,3.0,False,3
InE,2500,Curie,318.0,False,1
7,2501,Curie,366.0,False,1
LuFe6Al6,2502,Curie,327.0,False,3
Fe74Cu1Co1Zr2Si13B9,2503,Curie,633.0,False,1
MFe2O4,2504,Néel,10.0,False,1
U3Sn7,2505,Néel,80.0,False,2
Es,2506,Néel,14.0,False,2
"33,093",2507,Curie,859.0,False,1
Gd3Al2,2508,Curie,287.0,False,1
YbFe4Al8,2509,Néel,117.33333333333333,False,3
Dy2Fe16Nb,2510,Curie,460.0,False,1
Co2MnGe,2511,Curie,675.8888888888889,False,9
Ediacaran,2512,Curie,876.3333333333334,False,6
PuRhGa5,2513,Curie,11.384615384615385,False,13
Gd3Y4Pd3,2514,Curie,248.0,False,2
TbDyFeCo,2515,Curie,556.3333333333334,False,3
Er2O3,2516,Néel,3.0,False,3
Sr2ScOsO6,2517,Néel,92.0,False,1
Co01Cu09MnSb,2518,Curie,300.0,False,2
LaGe2,2519,Curie,1.0,False,1
CeVO4,2520,Néel,128.0,False,1
RuMn2Si,2521,Curie,365.0,False,1
YMnGe,2522,Curie,330.0,False,1
Ferrites,2523,Curie,790.0,False,1
Fe2Y,2524,Curie,339.5,False,8
Gd2NiMnO6,2525,Curie,128.0,False,1
Tb3Cu4Sn4,2526,Néel,17.0,False,1
NpFeGa,2527,Néel,116.0,False,2
BaGd2O4,2528,Néel,6.5,False,4
CoTeMoO6,2529,Néel,24.0,False,2
YCo4B,2530,Curie,283.75,False,4
ErFe7Mn5H,2531,Curie,190.0,False,2
EuTiO3,2532,Néel,5.0,False,9
Eu2O3,2533,Néel,276.42857142857144,False,7
TbNi3MnSi,2534,Curie,119.0,False,1
Magnetic,2535,Curie,922.0,False,3
Ni50Mn25Ga25,2536,Curie,237.33333333333334,False,3
URhSi,2537,Curie,9.0,False,4
Ni50Mn35In11Si4,2538,Curie,272.0,False,1
Mn3CuN,2539,Curie,145.0,False,2
DyBa2Cu3O7,2540,Néel,0.0,False,1
Ho3Pd4Ge4,2541,Néel,5.5,False,6
Y3Fe5O12,2542,Curie,547.75,False,4
Na2Ti6O13,2543,Curie,465.0,False,4
MgO,2544,Curie,538.9090909090909,False,11
NdTGS,2545,Curie,327.5,False,2
ErFe8Mn4C,2546,Curie,175.0,False,2
Ce2Co15Mn3,2547,Curie,756.0,False,2
LiMnO2,2548,Néel,261.0,False,2
GdZn,2549,Curie,169.0,False,5
Nb3Sn,2550,Curie,18.0,False,7
Dy6Cr4Al43,2551,Néel,4.0,False,6
NiNb2O6,2552,Néel,5.0,False,3
Sr2Fe2O5,2553,Néel,698.25,False,4
NaFeP2O7,2554,Néel,29.0,False,2
PrOs4Sb12,2555,Curie,1.0,False,1
CdCrO2,2556,Curie,110.0,False,1
MnGe,2557,Curie,298.0,False,2
TbCu2Ge2,2558,Néel,18.5,False,6
LaAlO,2559,Curie,200.0,False,3
TbCu7,2560,Curie,1219.5,False,4
Cu6,2561,Curie,310.0,False,2
Sr3Ru2O7,2562,Curie,40.5,False,2
HoNi5,2563,Curie,13.0,False,8
EuAgSn,2564,Néel,6.0,False,3
LnRhO3,2565,Néel,2.0,False,1
Ru1,2566,Curie,132.0,False,2
Cr58Fe20Mn22,2567,Curie,230.0,False,12
Al2GdNi,2568,Curie,39.0,False,2
Cr2CoAl,2569,Néel,310.0,False,1
NdCo4Ga,2570,Curie,410.0,False,1
Pa,2571,Curie,381.75,False,4
PbBi2Nb2O9,2572,Curie,830.0,False,1
CeB2C2,2573,Néel,7.0,False,2
Y2Co7B3,2574,Curie,320.0,False,1
Ba2NdFeNb4O15,2575,Curie,323.0,False,1
Co2FeSi,2576,Curie,1102.5,False,10
Co41Ni32Al27,2577,Curie,340.0,False,2
La5Si3N9,2578,Curie,3.0,False,2
TbTX,2579,Néel,32.0,False,1
ErPtGa,2580,Néel,5.0,False,6
GdSr2RuCu2O8,2581,Curie,24.0,False,1
Pr8Ru12Al53Si17,2582,Curie,20.0,False,1
Py,2583,Curie,266.0,False,4
AgCa2Mn2V3O12,2584,Néel,23.0,False,2
LiH,2585,Curie,100.0,False,1
Ca2NiWO6,2586,Néel,66.66666666666667,False,6
Eu2Ag13Ga4,2587,Néel,7.0,False,3
DyFe2Si2,2588,Néel,3.0,False,4
DyFe11Ti,2589,Curie,561.0,False,6
NdFe11Ti,2590,Curie,558.0,False,2
SmNi3CuB,2591,Curie,57.0,False,1
Ag6O8AgBF4,2592,Curie,0.0,False,1
Fe74Cu1Cr1Zr2Si13B9,2593,Curie,571.0,False,4
GdAlCo,2594,Curie,17.0,False,1
Gd2Cu2Cd,2595,Curie,71.2,False,5
LaFeCoSi1,2596,Curie,280.0,False,1
Fe20Cr80,2597,Curie,267.5,False,2
TmAl2,2598,Curie,6.0,False,1
Ni50Mn30Ga20,2599,Curie,373.0,False,1
YBaCuO,2600,Curie,95.0,False,2
Dy2Ti2O7,2601,Curie,1.0,False,1
Er3Ni,2602,Néel,10.0,False,1
SrLaMnO4,2603,Néel,128.0,False,1
Pb9Ce2Ti12O36and,2604,Curie,550.0,False,1
LaSrMn2O5,2605,Curie,365.0,False,1
NiTiO3,2606,Néel,18.5,False,2
Fe77Cu1Si13B9,2607,Curie,670.0,False,3
La326,2608,Curie,60.0,False,1
Pu,2609,Curie,57.0,False,3
CuCr,2610,Curie,400.0,False,2
Mn3Fe2GeSi2,2611,Curie,224.0,False,1
Ni49Mn39Sb12,2612,Curie,334.0,False,1
NiH,2613,Curie,10.0,False,2
Fe70Mn10B20,2614,Curie,1.0,False,1
Gd3Co,2615,Néel,129.16666666666666,False,6
GdPdSn,2616,Néel,11.0,False,2
HgPb1223,2617,Curie,134.0,False,1
PPy,2618,Curie,848.0,False,1
Bi3TiTaO9,2619,Curie,1073.0,False,2
Ce3Pd26Ge6,2620,Néel,0.0,False,2
bIM,2621,Néel,13.0,False,1
BaIrO3,2622,Curie,180.0,False,3
Al2O3,2623,Curie,658.1428571428571,False,7
LiF,2624,Curie,371.2,False,5
D2Se2,2625,Curie,10.0,False,1
Na2V3O7,2626,Curie,160.0,False,2
CrSb,2627,Néel,505.0,False,4
EuCu4Pd,2628,Curie,34.0,False,3
Fe66Ni14Cr20,2629,Néel,26.0,False,2
Fe2P,2630,Curie,250.125,False,8
Gd50Co45Al5,2631,Curie,197.0,False,1
Ho3Al2,2632,Curie,44.333333333333336,False,3
ErIn3,2633,Néel,4.0,False,1
Ho2Fe17H3,2634,Curie,492.0,False,1
RMnO3,2635,Néel,226.66666666666666,False,6
Nd2NiGe3,2636,Curie,2.0,False,2
DyGa,2637,Curie,115.0,False,2
YCo4Si,2638,Curie,327.5,False,4
SrTcO3,2639,Néel,780.75,False,4
CaFeO3,2640,Néel,134.0,False,3
Fe70Al30,2641,Curie,520.0,False,1
Tb2Rh3Si5,2642,Néel,8.0,False,2
Mn2NiAl,2643,Curie,559.0,False,2
TbPtGa,2644,Néel,25.0,False,3
Fe55Ni25Si20,2645,Curie,650.0,False,2
LiFe5O8,2646,Curie,896.25,False,4
Mn2RuSn,2647,Curie,257.0,False,1
Fe80P10C7B3,2648,Curie,601.0,False,1
Ho5Si4,2649,Curie,74.5,False,4
CuRh2O4,2650,Néel,21.0,False,2
DyCuSi,2651,Néel,11.0,False,4
LiYSi,2652,Curie,17.0,False,1
Gd60Co30Al10,2653,Curie,94.66666666666667,False,3
DyNi2B2C,2654,Néel,8.0,False,6
Mn4Nb2O9,2655,Néel,113.66666666666667,False,3
FeGa2S4,2656,Néel,33.0,False,2
Fe82CrNb,2657,Curie,502.0,False,1
Gd50Co50,2658,Curie,267.0,False,1
CePd2Ge2,2659,Néel,5.0,False,9
Liquid,2660,Curie,0.0,False,2
Sealed,2661,Curie,371.0,False,1
Austenite,2662,Curie,369.0,False,1
DyTiGe,2663,Néel,131.08333333333334,False,12
Sm2Fe15Ga2,2664,Curie,275.0,False,2
Ca2FeMoO6,2665,Néel,211.16666666666666,False,6
BiScO3,2666,Curie,733.0,False,3
PdzBi2Te3,2667,Curie,1.5,False,2
Ta7Fe3B8,2668,Néel,265.0,False,2
Fe3B,2669,Curie,799.25,False,4
LiLaTa06,2670,Curie,673.0,False,1
Fe73Al5P11Ga2B4C5,2671,Curie,612.0,False,1
BaFe2As2,2672,Curie,108.66666666666667,False,6
RTIn,2673,Néel,3.0,False,1
Hg2Ba2Ca2Cu3Ox,2674,Curie,133.0,False,1
Nitrite,2675,Curie,436.0,False,1
NiSb2O6,2676,Néel,7.333333333333333,False,6
LiCu2O2,2677,Néel,29.333333333333332,False,3
GdNi2,2678,Curie,77.5,False,4
Cz,2679,Curie,313.0,False,1
LixSr2CuO2Br2,2680,Curie,8.0,False,1
ErRhSi,2681,Néel,8.0,False,5
Dy2AuSi3,2682,Curie,12.0,False,4
HoB4,2683,Néel,41.4,False,10
YFeO3,2684,Néel,547.2,False,25
Mn3Cu4Bi4,2685,Curie,456.0,False,1
TeNiO,2686,Néel,130.0,False,1
TbAl2,2687,Curie,103.33333333333333,False,3
Ni50Mn20Cu5Ga21Al4,2688,Curie,342.5,False,2
CuFeS2,2689,Néel,823.0,False,3
Gd2CoGa3,2690,Curie,50.0,False,1
TbTiSi,2691,Néel,145.5,False,6
NdTbFe15Al2,2692,Curie,451.0,False,1
TbOFeAs,2693,Curie,54.0,False,1
Ko53,2694,Curie,843.0,False,4
Fe67Mn13P10B7C3,2695,Curie,339.0,False,2
Fe57,2696,Néel,863.0,False,1
TbRhSi,2697,Néel,26.0,False,3
Ba5HoTi3V7O30,2698,Curie,503.0,False,4
SrFe10Al2O19,2699,Curie,629.0,False,2
La2Co14Fe2Mo,2700,Curie,912.0,False,2
KxFe2Se2,2701,Curie,43.5,False,2
Brumfiel,2702,Curie,210.0,False,1
Tb3Ni6Al2,2703,Néel,59.666666666666664,False,3
Bi2FeMnO6,2704,Curie,105.0,False,1
PtFe,2705,Curie,750.0,False,2
CeAl2,2706,Néel,3.0,False,7
Dy6Ta4Al43,2707,Néel,4.5,False,6
Bi2NiMnO6,2708,Curie,140.0,False,5
LaCo5,2709,Curie,799.0,False,3
Fe2CrAl,2710,Curie,241.71428571428572,False,7
Fm,2711,Néel,202.0952380952381,False,21
LaPtSi,2712,Curie,3.0,False,1
TbFe2,2713,Curie,657.6666666666666,False,6
"Fe,O",2714,Néel,91.5,False,2
Dy3Cu4Ge4,2715,Néel,16.0,False,1
SrNi2P2,2716,Curie,0.5,False,2
CaFe4As3,2717,Néel,57.0,False,2
Fe86Zr11B3,2718,Curie,301.5,False,2
LnMnO3,2719,Néel,140.0,False,3
ErPdGa,2720,Néel,5.0,False,1
Fe70V10B12Si8,2721,Curie,434.0,False,1
Fe3O4,2722,Curie,807.9625,False,80
Dy2Ni2Sn,2723,Néel,44.2,False,5
KNbO3,2724,Curie,620.8333333333334,False,12
Pb4Li2Ta10O30,2725,Curie,335.0,False,1
Copper,2726,Curie,318.0,False,2
Mn3Ga,2727,Curie,210.33333333333334,False,15
CdMnTe,2728,Curie,26.5,False,4
Tb7Rh3D27,2729,Curie,62.0,False,1
Na4NiTeO6,2730,Néel,6.0,False,1
PbTiNb2O8,2731,Curie,631.0,False,2
Gd6Co2Si3,2732,Curie,295.0,False,1
Mn60Ga40,2733,Curie,653.0,False,1
FeCoCrZrB,2734,Curie,200.0,False,1
Fe77B15Si5Zr3,2735,Curie,581.0,False,1
ZrOsSi,2736,Curie,1.0,False,1
Nitrate,2737,Curie,383.0,False,1
Ho6Pb2Se11,2738,Néel,2.0,False,3
NdCo2B2,2739,Curie,27.0,False,1
CoAl2O4,2740,Néel,5.0,False,2
scH2O,2741,Curie,647.0,False,2
Mn20,2742,Néel,130.0,False,3
Fe70Cr10B20,2743,Curie,721.5,False,2
Rods,2744,Curie,570.0,False,1
Ni43Co7Mn39Sn11,2745,Curie,404.0,False,1
CrSiTe3,2746,Curie,45.25,False,4
NdTbFe11Al6,2747,Curie,354.0,False,1
HoPdGa,2748,Néel,7.0,False,1
CoSb2O6,2749,Néel,12.0,False,4
Ni42Co8Mn30Fe2Ga18,2750,Curie,205.0,False,1
Gd3Co29Ge4B10,2751,Curie,236.0,False,1
Fe50Mn15Ni35,2752,Curie,242.0,False,5
Pr2Fe17C,2753,Curie,374.0,False,2
SbSBr,2754,Curie,22.0,False,1
DySi,2755,Néel,30.8,False,15
CeRu2,2756,Curie,5.0,False,3
Hex,2757,Curie,224.5,False,2
Ni82Cr10Fe8,2758,Curie,305.0,False,2
1Y5Mn,2759,Curie,1076.0,False,1
NdCo2Si2,2760,Néel,22.0,False,9
SmNi3CoB,2761,Curie,90.0,False,1
Hvittis,2762,Curie,160.0,False,3
Ho6MnBi2,2763,Curie,129.0,False,2
GdVO4,2764,Néel,1.5,False,2
LaMn2Ge2,2765,Néel,410.0,False,2
LCMCr,2766,Curie,226.0,False,1
4Eg,2767,Néel,82.0,False,2
EuCo2Ge2,2768,Néel,24.0,False,4
Ra,2769,Curie,317.0,False,1
FeCl,2770,Néel,8.0,False,1
Hofer,2771,Curie,506.0,False,1
La2Ti2O7,2772,Curie,1599.6666666666667,False,15
CoCr2O4,2773,Curie,94.55555555555556,False,9
Ni45Co5Mn38Sb9Ge3,2774,Curie,290.0,False,1
Sr2Bi4Ti5O18,2775,Curie,489.42857142857144,False,7
NdTbFe14Al3,2776,Curie,485.0,False,1
CoTa2O6,2777,Néel,4.333333333333333,False,6
Pressureless,2778,Curie,748.0,False,1
Coahuila,2779,Curie,164.0,False,3
RuSr2YCu2O8,2780,Curie,74.66666666666667,False,3
Yb5Ge4,2781,Néel,1.0,False,2
Ho6Nb4Al43,2782,Néel,3.0,False,3
PdCo,2783,Curie,328.0,False,1
RE2Cu2Cd,2784,Curie,45.42857142857143,False,14
Tetramers,2785,Néel,26.0,False,2
Nd2Fe14B,2786,Curie,585.7272727272727,False,11
TbMn2O5,2787,Curie,34.666666666666664,False,6
Dy5Si3,2788,Néel,131.0,False,6
CuCr2Te4,2789,Curie,326.0,False,1
C7N2H13Cl4Fe,2790,Néel,4.0,False,1
YMn2O5,2791,Néel,39.666666666666664,False,15
TbNiIn,2792,Néel,50.0,False,2
LuMnO3,2793,Néel,85.0,False,4
NdCrO3,2794,Néel,222.33333333333334,False,3
SmCu2,2795,Néel,22.0,False,1
Tb2CuGe3,2796,Néel,19.0,False,4
GdSb,2797,Néel,15.0,False,2
Ge1,2798,Curie,400.0,False,1
NiCoMnIn,2799,Curie,385.0,False,1
ErRhGa,2800,Néel,4.0,False,3
La2ZnTiO6,2801,Curie,350.0,False,2
La(Fe,2802,Curie,287.0,False,2
Bi5Ti3CrO15,2803,Curie,968.0,False,4
Fe2B2O5,2804,Néel,70.0,False,3
Pr,2805,Curie,199.91304347826087,False,23
Zr,2806,Curie,320.5882352941176,False,17
Cs2RbC60,2807,Curie,33.0,False,1
Ho2In,2808,Curie,50.5,False,2
Nd7Pd3,2809,Néel,30.615384615384617,False,13
PrCu4Pd,2810,Curie,1.0,False,3
TbPdAl,2811,Néel,32.17142857142857,False,35
SmFe6Co4Ti,2812,Curie,864.0,False,1
Oligocene,2813,Curie,858.0,False,4
Al55Cu15Fe30,2814,Curie,127.0,False,1
Na4CoTeO6,2815,Néel,3.0,False,1
Cr3Te4,2816,Curie,320.0,False,2
LaRu4P12,2817,Curie,7.0,False,1
Fe85B8Si4P3,2818,Curie,826.0,False,1
Sr2NaNb5O15*,2819,Curie,553.0,False,1
LaMnSi2,2820,Curie,382.6666666666667,False,3
MoCuD,2821,Curie,28.0,False,2
GdMgSn,2822,Néel,48.0,False,5
CeRu2Ge2,2823,Néel,7.666666666666667,False,3
Co2Y,2824,Curie,630.0,False,1
Tellurite,2825,Curie,1483.0,False,1
BiO3,2826,Curie,30.0,False,1
Fe64Ni36,2827,Curie,65.0,False,1
KTaO3,2828,Curie,8.6,False,5
NdGdFe17,2829,Curie,400.0,False,1
KTiOPO4,2830,Curie,1208.0,False,2
Si1,2831,Curie,215.0,False,2
Mn55Ga45,2832,Curie,590.5,False,2
Ag3Co2SbO6,2833,Néel,21.0,False,1
Er2Fe14B,2834,Curie,548.0,False,1
TbFe2Si2,2835,Néel,5.0,False,1
Perovskite,2836,Curie,120.25,False,4
TbIrSi,2837,Néel,32.0,False,1
GdFe11Ti,2838,Curie,608.0,False,1
La3Fe2S7,2839,Néel,155.0,False,1
15BCZTSn,2840,Curie,293.0,False,2
NiBi3,2841,Curie,4.0,False,2
Co4,2842,Curie,303.0,False,2
Crystal,2843,Curie,329.0,False,1
Nd5Ge3,2844,Néel,65.5,False,2
Fe3C,2845,Curie,534.0,False,16
Gd6FeBi2,2846,Curie,285.0,False,2
Gd50Co45Si5,2847,Curie,214.0,False,1
DyNi2Mn,2848,Curie,94.0,False,2
Fe89Zr6B5,2849,Curie,319.5,False,2
Dy2Cu2Cd,2850,Curie,36.5,False,8
C12Mn,2851,Néel,43.0,False,2
NdPdSn,2852,Néel,2.8,False,5
Pr3Co29Ge4B10,2853,Curie,196.0,False,1
Co40Fe60,2854,Curie,1150.0,False,2
Tb3Cu4Si4,2855,Néel,22.764705882352942,False,17
AgCa2Ni2V3O12,2856,Néel,7.0,False,2
Monolayer,2857,Curie,2.0,False,1
Rb3C60,2858,Curie,28.666666666666668,False,3
Ni49SmMn35Sn15,2859,Curie,5.0,False,1
LaSrMnO,2860,Curie,363.85714285714283,False,14
TbScSi,2861,Néel,165.0,False,1
Fe82B8Zr10,2862,Curie,350.0,False,1
GdMn2,2863,Néel,104.16666666666667,False,6
Fe2,2864,Curie,300.0,False,1
LBiO,2865,Curie,539.5,False,2
HoAuIn,2866,Néel,4.0,False,6
ErNi2,2867,Curie,124.16666666666667,False,6
SmFeO3,2868,Néel,542.0,False,11
BaxCr5Se8,2869,Néel,58.0,False,1
FeFe,2870,Curie,560.0,False,2
AuNb4P2S20,2871,Néel,45.0,False,1
Fe71Cr4Mo4P11B5C5,2872,Curie,399.0,False,1
Nd15Ge9C,2873,Curie,80.0,False,1
PANi,2874,Curie,350.0,False,2
Mn7Fe14O28,2875,Curie,275.0,False,1
La2CoRuO6,2876,Néel,39.2,False,5
NdBaCo2O6,2877,Curie,200.0,False,2
Sr2MnReO6,2878,Curie,120.0,False,3
YbNi2,2879,Curie,10.0,False,3
Ca2FeReO6,2880,Curie,537.75,False,8
PbMnInS5,2881,Néel,20.0,False,2
U3Al2Ge3,2882,Curie,67.0,False,2
Oxynitride,2883,Curie,12.0,False,1
UCoGe,2884,Curie,11.714285714285714,False,7
LixFePO4,2885,Néel,67.33333333333333,False,9
BaLaCuSbO,2886,Néel,64.0,False,1
Tm3Co29Si4B10,2887,Curie,176.0,False,1
Ce4Ni3Pb4,2888,Néel,3.0,False,6
Ga1,2889,Curie,57.0,False,2
Gd3Fe5O12,2890,Curie,564.0,False,1
ZnTiO3,2891,Curie,278.0,False,5
TbNi4Cu,2892,Curie,29.0,False,1
PrMgSn,2893,Néel,36.75,False,16
Gd55Co15Al27Si3,2894,Curie,101.0,False,1
In0,2895,Néel,13.0,False,2
NdCrTiO5,2896,Néel,18.0,False,1
Polycrystalline,2897,Curie,370.0,False,1
DyMn2O5,2898,Néel,40.285714285714285,False,7
EuPtIn4,2899,Néel,13.0,False,1
SrBiNb2O9,2900,Curie,723.0,False,1
CaMn2O4,2901,Néel,220.0,False,1
Ba15,2902,Curie,218.0,False,2
Fe77PgB11Nb2Cr1,2903,Curie,553.0,False,1
Fe61Nd10B25Nb4,2904,Curie,1044.0,False,1
Fe44Ni37Si19,2905,Curie,550.0,False,2
Th2Zn17,2906,Curie,326.5,False,2
AlFeO3,2907,Néel,250.0,False,1
Fe85Zr11B4,2908,Curie,311.0,False,2
FeV2S4,2909,Curie,134.0,False,1
HgRe1212,2910,Curie,120.0,False,1
GeMn,2911,Curie,205.0,False,2
Ni78Cr14Fe8,2912,Curie,153.0,False,2
CoFeMnSi,2913,Curie,311.5,False,2
Bi2Fe4O9,2914,Néel,256.2857142857143,False,14
Sm2NiMnO6,2915,Curie,138.33333333333334,False,6
Blithfield,2916,Curie,155.0,False,3
CrS3,2917,Néel,120.0,False,1
Fe85B10Si5,2918,Curie,682.0,False,1
KMnO4,2919,Curie,73.0,False,8
Ba9Fe4Se16,2920,Néel,13.0,False,2
Mn3Si,2921,Néel,24.0,False,2
BaRuO3,2922,Néel,302.0,False,4
ErAuGe,2923,Néel,5.0,False,1
Ni2In,2924,Curie,159.0,False,1
LaTb,2925,Curie,120.0,False,1
CoFe,2926,Curie,1263.6666666666667,False,3
Fe6W6N,2927,Néel,75.0,False,2
Optimising,2928,Curie,398.0,False,1
Gd80Ga20,2929,Curie,282.5,False,4
Eu2Pt3Si5,2930,Curie,12.0,False,2
CePdP,2931,Curie,5.0,False,3
Ce3Pt23Si11,2932,Curie,0.0,False,1
Rhombohedral,2933,Curie,182.5,False,2
Fe77Si20Nb3,2934,Curie,867.0,False,2
Tb3Co,2935,Néel,82.0,False,3
CaAlSi,2936,Curie,7.0,False,1
